advertiser_id,advertiser_name,total_spend_usd,total_creatives,maximum_impressions,total_day
AR00949974335546720257,BOB FOR GOVERNOR INC,48100,56,2755000,596
AR00950734922715234305,HUGHES ALASKANS FOR % SHELLEY HUGHES,8300,18,1260000,506
AR00954394097412472833,DEMOCRATIC MIDTERM VICTORY FUND,8500,14,216000,1132
AR00955238522342604801,COALITION TO GROW SAN FRANCISCO - GROW SF PAC,5400,4,130000,55
AR00957060413109829633,Zalewski for State Representative,11900,3,815000,99
AR00959742121969975297,NADIA RAHMAN FOR DEMOCRATIC COUNTY CENTRAL COMMITTEE 2020,800,2,34000,26
AR00964245721597345793,MESSNER NH EXPLORATORY COMMITTEE,12800,48,405000,1206
AR00967988734056202241,Judy Stahl for Congress,3200,2,8000,49
AR00968578347166597121,DAVID O FOR NEVADA,300,2,5000,13
AR00968749321224716289,FRIENDS OF TOBA,4400,3,75000,163
AR00970021456178053121,Friends of Natalie Mihalek,5400,2,370000,36
AR00972091836573155329,ADDIS FOR IDAHO,300,1,5000,35
AR00972408495921954817,STU LOUREY FOR SENATE VOLUNTEER COMMITTEE,1800,7,112000,42
AR00973252920852086785,GIDDY UP PAC,59400,188,50891000,1281
AR00974881572450729985,ROSILICIE OCHOA BOGH FOR SENATE,3800,1,20000,62
AR00975504720665772033,JOHN BARROS COMMITTEE,7000,1,30000,14
AR00977756520479457281,FEINSTEIN FOR SENATE 2018,5700,18,73000,74
AR00982260120106827777,MOVEON.ORG CIVIC ACTION,5400,11,11000,13
AR00983888771705470977,BARBARA MCGUIRE FOR STATE SENATOR - DISTRICT NO. 8,300,1,5000,42
AR00986003132565684225,Southold GOP,2100,1,30000,13
AR00990422894431436801,MISSOURI 2ND DISTRICT FOR CHANGE,5500,3,384000,18
AR00991267319361568769,FRIENDS OF LARRY TAYLOR,3500,1,100000,19
AR00995770918988939265,NEW APPROACH MONTANA,95200,8,2569000,115
AR01000274518616309761,MATT ROSENDALE FOR MONTANA,26500,41,1020000,1106
AR01004778118243680257,Friends of Christopher Holmes,500,2,9000,24
AR01008437292940918785,STEINBERG FOR STATE REP,4400,9,1502000,269
AR01013785317498421249,JOSH WALLENSTEIN CAMPAIGN,1000,3,21000,45
AR01018288917125791745,FreedomWorks for America,120500,19,9079000,118
AR01021068482520809473,MARC FOR US,12500,32,342000,2620
AR01022792516753162241,LUCAS FOR CONGRESS,300,3,4000,81
AR01026451691450400769,OHIO DEMOCRATIC PARTY,35000,90,1738000,720
AR01027296116380532737,PURPLE PAC,19800,5,486000,81
AR01031799716007903233,NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC,779500,501,288578000,17600
AR01032302467699703809,ABIGAIL WHEELER FOR THE 66TH,14300,21,739000,390
AR01036303315635273729,FRIENDS OF DALE SOLTIS FOR SHERIFF,3300,6,12000,398
AR01036983913332867073,CENTER FOR UNION FACTS,28500,116,505000,6846
AR01040806915262644225,THE HAGADONE CORPORATION,8900,6,937000,57
AR01043023530704240641,Federation for Children PAC,4600,7,42000,71
AR01044466089959882753,JESSE JENSEN FOR CONGRESS,10500,7,675000,198
AR01048834449657036801,SEAN MELOY FOR CONGRESS,3100,9,26000,101
AR01049053527348871169,Debi Hays,5200,13,230000,381
AR01049814114517385217,DOUG JONES FOR SENATE COMMITTEE,376700,63,47730000,834
AR01058060726603612161,Voter Formation Project,2100,34,62000,38
AR01058821313772126209,COMMITTEE TO ELECT TERRI LEGRAND,14400,4,190000,66
AR01062480488469364737,FLORIDA DEMOCRATIC LEGISLATIVE CAMPAIGN COMMITTEE,21500,32,7263000,1389
AR01063324913399496705,AMERICAN VALOR PAC,7700,1,600000,30
AR01064315573376122881,SARA PATTERSON,11700,944,7184000,17742
AR01067828513026867201,MONEY GAME VENTURES LLC,4900,8,271000,208
AR01071171028375306241,PEKAU FOR CONGRESS,6500,2,40000,137
AR01072332112654237697,SCHELLER FOR CONGRESS INC.,95600,76,3979000,2482
AR01075086664159723521,CUSICK FOR ASSEMBLY,4300,2,33000,13
AR01075791725991034881,Friends of Scott Saiki,900,2,90000,22
AR01076835712281608193,JOSEPH C ROCHA FOR CONGRESS,5500,6,7000,54
AR01077477827072229377,Sebastian Griffin,3000,6,90000,40
AR01080015774787043329,Dark Matter LLC,300,61,61000,247
AR01080419020676530177,Malia Cohen for Controller 2022,8000,1,500000,5
AR01080494886978846721,A STRONGER MISSOURI,443100,19,26533000,407
AR01081138376159002625,GOOD JOBS MT,165500,92,7634000,1122
AR01082714800955326465,LA NEIGHBORS FOR AN ETHICAL SHERIFF IN SUPPORT OF LUNA FOR SHERIFF 20,5900,1,400000,2
AR01085842911536349185,REP. JENNIFER WEXTON - U.S. HOUSE OF REPRESENTATIVES,3500,12,17000,83
AR01086208224274677761,VICTORIA SPARTZ FOR CONGRESS,43300,11,1659000,410
AR01087471563134992385,NUCCIO 2020,1200,3,14000,186
AR01090346511163719681,REP. COLIN ALLRED - U.S. HOUSE OF REPRESENTATIVES,42200,51,2023000,5067
AR01094089523622576129,Craig Riedel for Ohio,4100,2,17000,105
AR01094850110791090177,MUQTEDAR KHAN,5100,19,36000,40
AR01098509285488328705,SOREN SORENSEN FOR US HOUSE,1000,2,1253000,38
AR01103857310045831169,PAULA JEAN FOR WEST VIRGINIA,11200,15,56000,306
AR01107516484743069697,"CATALIST, LLC",2400,4,46000,48
AR01108360909673201665,CLAIRE CHASE FOR CONGRESS,1300,4,19000,92
AR01109351569649827841,COLARUSSO COMMITTEE,2000,7,269000,54
AR01112864509300572161,CATHERINE CORTEZ MASTO FOR SENATE,280200,692,13670000,8665
AR01117368108927942657,MUNDELL 2020,3000,1,80000,3
AR01121871708555313153,JIM MCLEAN FOR HD 94,3900,3,510000,53
AR01124626260060798977,WEST VIRGINIAS FUTURE PAC,84500,196,6952000,3846
AR01129717823531122689,Scott McMurrain,5100,1,300000,14
AR01130878907810054145,OUR ARIZONA VALUES,1400,2,110000,25
AR01131969623344807937,App Development and Marketing Company Inc,100,71,71000,372
AR01134538082507292673,DEMOCRATIC ASSOCIATION OF SECRETARIES OF STATE,143100,21,7786000,474
AR01135382507437424641,INSTITUTE FOR POLITICAL INNOVATION,6800,5,311000,100
AR01139886107064795137,Maryott for Congress,1700,1,7000,20
AR01144389706692165633,ED GONZALEZ CAMPAIGN,32800,5,327000,130
AR01146018358290808833,HICKENLOOPER FOR COLORADO,1486500,3153,27594000,48346
AR01148893306319536129,KARISHMA FOR VIRGINIA,4400,2,160000,41
AR01152552481016774657,EILEEN KIELY FOR OREGON,21500,10,665000,126
AR01155648705760591873,CHENEY FOR WYOMING,83100,10,1118000,1645
AR01156151457452392449,DCCC,4046200,3088,402522000,75537
AR01161559680271515649,GIBBS FOR CONGRESS,17900,19,5437000,958
AR01165928039968669697,MARTA FOR MONTANA,200,3,3000,48
AR01166907704829018113,"YANKA INDUSTRIES, INC.",37500,80,2159000,2425
AR01170566879526256641,MCCASKILL FOR MISSOURI,763200,343,34614000,8087
AR01172819778851569665,Wendell McNeal for State House Inc,5400,1,175000,15
AR01174203376796172289,Pacific Research Institute for Public Policy,300,1,2000,2
AR01175914904083759105,DARREN DUNCAN FOR CONGRESS,10900,8,169000,131
AR01179257419432198145,SPECIAL OPERATIONS FOR AMERICA,14400,2,600000,21
AR01180418503711129601,BOLDUC 2020 INC,6300,10,37000,310
AR01188581278035738625,SANTABARBARA FOR ASSEMBLY,13800,4,91000,90
AR01189425702965870593,DRAKE BUCKMAN CAMPAIGN,9900,30,588000,1039
AR01200061553819254785,FRIENDS OF KATIE BOSHART GLASER,2700,2,170000,50
AR01202936501847982081,DIRECT MAILERS GROUP LLC,123900,55,50600000,1703
AR01205796331591827457,"Roxanne Garza for Contra Costa Supervisor, District 4 - 2022",900,4,466000,48
AR01206595676545220609,CHARAMUT FOR STATE SENATE,900,1,2000,14
AR01207440101475352577,LESLEE HILL FOR THE 17TH DISTRICT,1500,3,8000,99
AR01209691901289037825,STATE OF ARKANSAS,6800,1,300000,521
AR01211943701102723073,WELD STRONG,1400,3,9000,43
AR01215602875799961601,BREDESEN FOR SENATE,310200,167,11493000,4974
AR01216447300730093569,"COMMITTEE FOR PEACE, JUSTICE, AND MIKE GRAVEL",6700,18,89000,144
AR01218407729962418177,Eric Lucan for Supervisor 2022,700,2,165000,31
AR01220950900357464065,NEW JERSEY DEMOCRATIC STATE COMMITTEE,2200,3,21000,42
AR01224610075054702593,KELLI BUTLER FOR ARIZONA,8200,3,223000,58
AR01225454499984834561,CARLA FOR CT,3100,8,171000,265
AR01227706299798519809,SHARIF STREET FOR PA,1500,1,7000,20
AR01235952911884746753,Congressional Black Caucus PAC,42000,16,3280000,149
AR01238965298866946049,FRIENDS OF RANJEEV PURI,1900,2,40000,70
AR01239368269878525953,Committee to Elect Dan Dockstader,1300,20,79000,107
AR01242624473564184577,PLANNED PARENTHOOD VOTES,47700,12,8065000,150
AR01243468898494316545,VOTE YES FOR BRISTOL,14600,33,503000,238
AR01247972498121687041,OUR.NEWS HOLDINGS INC.,5100,2,43000,56
AR01251715510580543489,Donna Edwards 4 Congress,8400,5,86000,185
AR01252476097749057537,REP. DONALD NORCROSS - U.S. HOUSE OF REPRESENTATIVES,7200,776,814000,14540
AR01254104749347700737,ANTHONY KERN,12300,4,338000,127
AR01255818613097496577,Morgan McGarvey for Congress,2300,1,300000,15
AR01261483297003798529,MAYFORPA,2200,20,50000,61
AR01263735096817483777,RENACCI FOR OHIO,10000,6,974000,55
AR01265986896631169025,ILENE SHAPIRO ELECT,6700,11,477000,461
AR01270490496258539521,"PATIENTS AND CAREGIVERS TO PROTECT DIALYSIS PATIENTS, SPONSORED BY THE CALIFORNIA DIALYSIS COUNCIL",400,14,14000,221
AR01272119147857182721,VAL DEMINGS FOR CONGRESS,39700,35,1679000,502
AR01274233508717395969,Cooper for North Carolina,4700,11,29000,547
AR01279497695513280513,"VERSION ONE PRODUCTIONS, INC.",5100,2,87000,10
AR01284001295140651009,AN AMERICA UNITED,10700,11,245000,260
AR01288504894768021505,CALIFORNIANS SUPPORTING BROWNRIGG FOR SENATE 2020,95700,22,9107000,338
AR01293008494395392001,REP. ROB WITTMAN - U.S. HOUSE OF REPRESENTATIVES,8400,5,42000,838
AR01297512094022762497,LR3 CONSULTING LLC,1600,16,394000,301
AR01299763893836447745,TIM RYAN FOR CONGRESS,5600,22,25000,60
AR01302015693650132993,RACONTEUR MEDIA COMPANY,12500,40,2387000,1091
AR01306519293277503489,NELSON FOR WISCONSIN,10600,10,202000,870
AR01308010505922674689,JANIE LOPEZ CAMPAIGN,2100,2,16000,96
AR01311022892904873985,"NO ON PROPOSITION 8: STOP THE DANGEROUS DIALYSIS PROPOSITION,  SPONSORED BY THE CALIFORNIA DIALYSIS COUNCIL",6400,35,50000,691
AR01314682067602112513,SUPPORT OUR FIRE FIGHTERS PAC,3500,8,2625000,248
AR01315526492532244481,JULIE JENKINS,3800,1,225000,14
AR01317778292345929729,"Data Targeting, Inc.",179800,1690,45162000,25249
AR01320030092159614977,JORDAN GROSSMAN FOR WARD 2,8200,15,340000,302
AR01323773104618471425,Shawn Collins for California,7500,2,140000,63
AR01324533691786985473,KEVIN COMBS,113600,1768,77184000,48909
AR01326024904432156673,CAREY FOR CONGRESS,2800,16,169000,251
AR01333540891041726465,JERMAINE FOR HOUSE,8000,56,460000,1022
AR01335792690855411713,RAS SMITH FOR GOVERNOR,2600,4,4000,109
AR01338044490669096961,KEEP JUDGE CHRIS BROOK,8600,5,49000,42
AR01338409803407425537,DANIEL HERNANDEZ FOR CONGRESS,5400,16,19000,115
AR01339035150645723137,CHRISTOPHER A FREDERICK,5200,24,2347000,340
AR01342548090296467457,IOWA FORWARD,119800,11,6359000,733
AR01347051689923837953,CATHERINE STEEL FOR STATE REPRESENTATIVE,7900,95,825000,1734
AR01350710864621076481,TEXANS FOR DAN PATRICK,72100,4,2370000,12
AR01356058889178578945,DEMAND THE VOTE,1200,3,22000,6
AR01360562488805949441,FRIENDS OF GENE YAW FOR SENATE,5200,16,688000,906
AR01363179601357963265,Paul Chabot for Texas State Representative,5800,7,190000,235
AR01364305501264805889,LET MI KIDS LEARN,1000,1,15000,23
AR01365066088433319937,PLAN ACTION FUND,4800,1,300000,24
AR01368725263130558465,HANK GILBERT FOR CONGRESS,7800,20,131000,443
AR01369569688060690433,MILROY FOR ASSEMBLY,21200,82,414000,1053
AR01370227196014100481,Oregonians for Ethics,600,1,60000,19
AR01371821487874375681,KLIPPERT FOR CONGRESS,1100,1,1000,53
AR01374073287688060929,KBOULEVARD LLC,900,2,16000,28
AR01375063947664687105,STANLEY JOHNSON,10000,22,767000,166
AR01378576887315431425,NATIONAL VICTORY ACTION FUND,131400,23,24765000,583
AR01379567547292057601,JUDE SCHRODER,2100,14,73000,183
AR01382319899774287873,Democratic Majority for Israel,5600,2,12000,104
AR01383080486942801921,MALONEY FOR NEW YORK,2000,1,20000,35
AR01386739661640040449,POLIS FOR COLORADO,199400,302,2517000,4663
AR01390338638075658241,SUSAN WILD FOR CONGRESS,74600,77,2336000,2801
AR01392087686197542913,JENNIFER BARBOSA FOR CONGRESS,0,1,1000,1
AR01393359821150879745,NAPERVILLE TOWNSHIP REPUBLICAN ORGANIZATION,2700,17,291000,338
AR01395423604476215297,William Robert McMillan,200,1,15000,23
AR01396591285824913409,HFC INC,176900,39,1182000,1235
AR01397678702824783873,TIM SHORT FOR STATE HOUSE,1700,1,150000,9
AR01400334298283769857,BRIDGET FLEMING FOR CONGRESS,26500,17,116000,845
AR01401094885452283905,STAIR FOR SENATE,10900,32,2493000,400
AR01405598485079654401,BETTER PENNSYLVANIA INC,21700,21,1686000,629
AR01410102084707024897,COMMITTEE TO ELECT JOEY OSBORNE,3100,6,38000,120
AR01413845097165881345,CARE IN ACTION INC,47400,16,4805000,130
AR01414605684334395393,RURAL ARIZONA ACTION,2500,1,20000,13
AR01423612883589136385,DICKEY FOR JUDGE,700,3,113000,86
AR01428116483216506881,PAID FOR BY CONSERVATIVES FOR CANDICE KELLER,400,24,41000,221
AR01429607695861678081,Texans for Morgan Luttrell,37400,51,3097000,2221
AR01432620082843877377,CUTTER FOR ASSEMBLY 2020,1100,1,80000,7
AR01432985395582205953,"Gatewood for Georgia, Inc.",600,5,5000,138
AR01437123682471247873,AMERICAN DEMOCRATIC MAJORITY,68300,41,6779000,507
AR01440782857168486401,AL MILLS FOR 1ST DISTRICT COUNCIL,600,4,67000,131
AR01444381833604104193,"CHRISTIAN COOMER CAMPAIGN, LLC",200,2,6000,66
AR01446130881725988865,ANTHONY GONZALEZ FOR CONGRESS,16000,15,291000,236
AR01455138080980729857,CAMPOS FOR OREGON,4600,3,30000,48
AR01456553152445677569,Aaron Stayman for the Bronx,1600,8,12000,71
AR01456766732579373057,BETH VAN DUYNE FOR CONGRESS,15400,49,607000,1244
AR01457408572492087297,California Apartment Association Housing Solutions Committee,208100,57,11667000,466
AR01458797255677968385,FRIENDS OF JERRED TAYLOR,5600,21,70000,267
AR01459614192817405953,Sigala for Assembly 2022,4300,4,249000,45
AR01459641680608100353,AMERICAN JOBS AND GROWTH PAC,900,4,8000,84
AR01461893480421785601,COMMITEE TO ELECT REBECCA DOW,4900,3,27000,217
AR01464323950874984449,Knecht Volunteer Committee,5400,20,241000,220
AR01467888292694327297,NORTH FUND,860000,100,44020000,1910
AR01468648879862841345,REP. RALPH NORMAN - U.S. HOUSE OF REPRESENTATIVES,6700,17,780000,212
AR01470000179653378049,Caroline Harris,5600,4,232000,40
AR01473152479490211841,MCGUIRE FOR VIRGINIA,900,3,4000,31
AR01473655231182012417,PROGRESS MICHIGAN EDUCATION,38100,5,2505000,37
AR01476811654187450369,"WLOGLOBAL, LLC",400,12,13000,118
AR01477656079117582337,"SAN FRANCISCANS FOR A FAIR RECOVERY, YES ON I & K",7000,2,720000,100
AR01482159678744952833,"AMERICAN CIVIL LIBERTIES UNION FOUNDATION, INC.",12100,25,126000,4243
AR01486663278372323329,DR MANNY FOR US SENATE,49600,24,3832000,318
AR01491166877999693825,UNDERLY FOR WI,0,1,1000,5
AR01500174077254434817,GREGG FULFER,9700,9,650000,286
AR01503833251951673345,KRISS MARION FOR SW WISCONSIN,16100,110,186000,1379
AR01507294789433819137,HUMAN RIGHTS CAMPAIGN PAC,87700,114,5772000,1658
AR01508420689340661761,House Majority Forward,72000,13,4515000,364
AR01512840451206414337,FRIENDS OF BETH MEYERS,20400,127,423000,1297
AR01518188475763916801,PORTER FOR SUPERVISOR 2020,3200,43,914000,271
AR01519179135740542977,DAVID JOSEPH OSMEK,2500,2,60000,40
AR01522692075391287297,PIKE CREEK DEMOCRATS,7500,12,159000,213
AR01527195675018657793,THE COMMITTEE TO DEFEND THE PRESIDENT,47900,858,12781000,4894
AR01531699274646028289,BRADLEY L. BUCKLEY,47000,5,2480000,49
AR01533951074459713537,CITIZENS FOR A SECURE AND SAFE AMERICA EDUCATIONAL COMMITTEE INC,100,1,2000,6
AR01536202874273398785,FRIENDS FOR FITZ INC.,200,4,4000,105
AR01536730639854731265,MIKE FEUER FOR MAYOR 2022,10300,2,635000,66
AR01538982439668416513,Angela Paxton Campaign,1200,12,15000,305
AR01545536628481589249,Steve Kolbeck For State Senate,4100,20,617000,300
AR01548869248225378305,FRIENDS OF DR RALPH ABRAHAM,34000,17,1968000,940
AR01549713673155510273,FRIENDS OF RUSS GOODMAN,500,2,5000,84
AR01551965472969195521,"SANDY STIMPSON FOR MAYOR, CITY OF MOBILE",200,1,1000,4
AR01554217272782880769,BOB HAMILTON FOR KANSAS,10300,15,43000,557
AR01554582585521209345,Committee to Elect Josh Remillard,5400,1,25000,88
AR01555207932759506945,TRACEY WOLLENBERG,7200,30,42000,188
AR01557122182503464961,GOOUTLOCAL.COM,5900,9,85000,110
AR01558720872410251265,"NO ON 23 - STOP THE DANGEROUS & COSTLY DIALYSIS PROPOSITION, A COALITION OF DIALYSIS PROVIDERS, NURSES, DOCTORS AND PATIENTS",3224900,429,47492000,11269
AR01559095805875322881,Jessica Neal,6600,2,125000,15
AR01562066686293573633,Coram for Colorado,23900,9,1857000,363
AR01562463884869107713,LARSON FOR CONGRESS,5900,5,14000,414
AR01566883646734860289,PATRIOTIC AMERICANS PAC,34400,4,1200000,50
AR01572231671292362753,HASHTAGPINPOINT CORPORATION,5300,2,600000,4
AR01576735270919733249,FRIENDS OF MARK BATINICK,9900,40,3599000,896
AR01584898045244342273,KAREN KEITH CAMPAIGN FUND,3300,4,252000,56
AR01586518175627870209,ISLAND RICHARDS FOR COMMISSIONER,0,1,1000,2
AR01591236729778470913,1560 LLC,5100,30,1066000,231
AR01599253269056585729,"HUFFINES, DONALD",1500,4,7000,92
AR01602912443753824257,COMMITTEE TO RE-ELECT STEVE WATKINS,21400,95,4095000,3114
AR01603756868683956225,"CALIFORNIANS FOR EQUAL RIGHTS, NO ON 16",395300,92,78138000,2842
AR01606008668497641473,ENERGIZED FOR CHANGE PAC,13900,2,92000,52
AR01608260468311326721,THE DISME COIN COMPANY,5100,3,308000,247
AR01608763220003127297,FRIENDS OF BRONWYN HALTOM,15200,8,405000,105
AR01611602983659765761,GROWTH ENERGY,89100,8,4850000,68
AR01612764067938697217,FRIENDS OF VENNIA FRANCOIS FOR CONGRESS,7200,4,43000,1075
AR01617267667566067713,LISA CHITTARO,400,13,13000,46
AR01620602486333112321,Friends of Mike Gossert,1200,3,5000,55
AR01621771267193438209,MARGINS PAC,900,8,12000,86
AR01622299032774770689,"Stanek, Rich Gov Committee",9600,27,708000,398
AR01626640179559137281,Friends of Rick Garcia,5800,8,585000,293
AR01628290271634522113,STEPHANIE NGUYEN FOR ELK GROVE CITY COUNCIL 2022,1000,1,9000,21
AR01631769126424805377,MASSACHUSETTS REPUBLICAN PARTY,12300,1,125000,5
AR01634218838331490305,"One Voice Message & Media, LLC",400,3,18000,39
AR01635282066075549697,SLOCUM FOR CONGRESS,600,12,12000,254
AR01638941240772788225,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,833100,54,23606000,1763
AR01639785665702920193,PLANNED PARENTHOOD ADVOCATES OF MONTANA PAC,17900,2,475000,23
AR01644289265330290689,NEW MEXICO WORKS,5800,19,718000,58
AR01648792864957661185,FRIENDS OF TOM BARRETT,42300,16,423000,192
AR01651547416463147009,ADSHARK MARKETING,2800,7,384000,196
AR01656955639282270209,LACY JOHNSON FOR CONGRESS,53100,29,529000,1524
AR01657800064212402177,7TH SENATE DISTRICT DFL,2400,14,282000,83
AR01659902880200523777,TOM KIM FOR COLORADO,5900,1,9000,23
AR01660051864026087425,M'LISSA CLARK,5600,23,564000,573
AR01662303663839772673,ELECT PARKER SLOAN,200,4,7000,35
AR01662668976578101249,Ervin for Justice,200,1,1000,90
AR01666807263467143169,"PETE FOR AMERICA, INC.",7283100,5002,196538000,70564
AR01674065414599999489,BE CHANGE NOW,23900,2,1100000,28
AR01674271847908114433,Women Vote!,27300,7,1385000,121
AR01674970037791752193,"TALL GRASS DIGITAL, LLC",14700,11,7400000,249
AR01675723203256778753,Californians Supporting Ricardo Lara for Insurance Commissioner 2022,67500,1,7000000,26
AR01675814462721884161,COMMITTEE TO ELECT ALEX HAMMOND,2500,1,80000,6
AR01677121782047309825,Brentan Vanier Walter,4900,2,185000,11
AR01680318062349254657,COMMITTEE TO ELECT DIMPLE AJMERA,900,9,12000,59
AR01684821661976625153,NEED TO IMPEACH,37100,96,4146000,476
AR01688564674435481601,WES MOORE FOR MARYLAND,4900,6,20000,57
AR01689325261603995649,MADDOX FOR VIRGINIA,22800,53,2047000,786
AR01692984436301234177,ELECT AARON LIEBERMAN,7700,3,317000,80
AR01693828861231366145,JOEL FOR WISCONSIN,10000,13,4710000,149
AR01698332460858736641,PETE STAUBER FOR CONGRESS,80500,47,2734000,1611
AR01702836060486107137,NEA-NEW HAMPSHIRE,2800,3,215000,28
AR01706178575834546177,STITT FOR GOVERNOR 2022,83000,46,4945000,2090
AR01707842411805278209,EQUALITY CALIFORNIA POLITICAL ACTION COMMITTEE,7800,11,376000,152
AR01711843259740848129,ELECT LUISA,7800,4,555000,60
AR01716346859368218625,VICTOR REYES FOR CONGRESS,1300,3,43000,23
AR01725719371361288193,DURANT FOR SENATE,14100,2,50000,78
AR01729857658250330113,COMMITTEE TO ELECT KRIS JOHNS,600,1,1000,3
AR01734361257877700609,COALITION TO RESTORE AMERICAN VALUES,1000,1,80000,7
AR01738864857505071105,BETO FOR AMERICA,677400,215,24173000,9073
AR01743368457132441601,BRITTNEY RAYBOULD,11100,21,1439000,234
AR01750123856573497345,Mandela Barnes for Wisconsin,176400,57,4464000,2162
AR01753366316363808769,DAVID FOX,2400,2,10000,48
AR01756744016084336641,Wendy Draper,2300,4,20000,189
AR01756879256014553089,REP. ROGER MARSHALL - U.S. HOUSE OF REPRESENTATIVES,3500,8,68000,165
AR01758363596712050689,MICHELS FOR GOVERNOR INC,12800,37,1214000,324
AR01761885607333724161,ELBERT COUNTY REPUBLICAN CENTRAL COMMITTEE,5800,20,1197000,620
AR01764657751025254401,Charise A Williams for Congress,900,46,59000,286
AR01765886455269294081,MARI MANOOGIAN FRIENDS OF,100,5,5000,5
AR01768138255082979329,LAURIE BISHOP FOR MONTANA,3300,3,3000,185
AR01771881267541835777,Democratic Governors Association,789200,211,43070000,7736
AR01773380726524215297,AMERICAN PRINCIPLES PROJECT,5100,1,70000,4
AR01773707556355571713,LEAGUE OF CONSERVATION VOTERS VICTORY FUND & PRIORITIES USA ACTION,1116900,167,80666000,7640
